features,importance,model,used_in_automl
efforts_xsell_eff_last_12_24_xsell_category_reason_cd_2_xsell_effort_id_countdist,0.0,LGBMRegressor(),
efforts_customer_eff_last_6_12_effort_type_cd_a_effort_id_countdist,1.0,LGBMRegressor(),
efforts_xsell_eff_last_0_6_affinity_cd_jewelry_order_no_countdist,0.0,LGBMRegressor(),
efforts_welcome_eff_last_full_third_chr_final_key_cd_h_effort_id_countdist,0.0,LGBMRegressor(),
trans_trans_last_24_24_lob_cd_9_trans_amt_payment_mean,2.0,LGBMRegressor(),
orders_ords_last_12_24_effort_type_cd_cross_sell_orig_order_value_amt_max,2.0,LGBMRegressor(),
trans_trans_last_12_24_trans_type_cd_returns_trans_amt_min,2.0,LGBMRegressor(),
customer_order_inquiry_cs_last_6_12_resolution_type_cd_adn_order_no_countdist,0.0,LGBMRegressor(),
orders_ords_last_24_24_lob_cd_9_orig_order_value_amt_min,4.0,LGBMRegressor(),
efforts_xsell_eff_last_0_6_xsell_category_cd_x_order_no_countdist,0.0,LGBMRegressor(),
efforts_xsell_eff_last_12_24_xsell_category_cd_i_order_no_countdist,0.0,LGBMRegressor(),
customer_order_inquiry_cs_last_24_24_comm_channel_type_cd_i_order_no_countdist,0.0,LGBMRegressor(),
efforts_xsell_eff_last_0_6_solicited_class_cd_n_order_no_countdist,1.0,LGBMRegressor(),
trans_trans_trans_type_cd_650_days_since_trans_min,12.0,LGBMRegressor(),1.0
efforts_xsell_eff_last_24_24_xsell_category_cd_t_xsell_effort_id_countdist,0.0,LGBMRegressor(),
orders_ords_last_24_24_business_src_cd_b_orig_order_value_amt_sd,5.0,LGBMRegressor(),1.0
efforts_welcome_eff_last_full_fourth_chr_final_key_cd_i_effort_id_countdist,0.0,LGBMRegressor(),
efforts_xsell_eff_last_12_24_xsell_category_cd_ukn_order_no_countdist,0.0,LGBMRegressor(),
order_items_item_last_24_24_lob_cd_1_order_no_line_item_no_countdist,0.0,LGBMRegressor(),
orders_ords_last_6_12_business_src_cd_a_orig_order_value_amt_sd,1.0,LGBMRegressor(),
orders_ords_last_12_24_lob_cd_1_order_no_countdist,0.0,LGBMRegressor(),
trans_trans_last_0_6_trans_type_cd_650_trans_amt_min,9.0,LGBMRegressor(),
efforts_welcome_eff_last_full_second_chr_final_key_cd_s_effort_id_countdist,2.0,LGBMRegressor(),
efforts_xsell_eff_full_xsell_category_cd_ukn_days_since_xsell_effort_max,0.0,LGBMRegressor(),
orders_ords_last_24_24_comm_channel_type_cd_t_order_no_countdist,0.0,LGBMRegressor(),
order_items_item_last_24_24_product_type_cd_a_order_no_line_item_no_countdist,1.0,LGBMRegressor(),
efforts_xsell_eff_last_6_12_affinity_cd_cooking_order_no_countdist,2.0,LGBMRegressor(),
orders_ords_last_24_24_lob_cd_2_order_no_countdist,0.0,LGBMRegressor(),
trans_trans_last_0_6_trans_type_cd_returns_trans_amt_max,0.0,LGBMRegressor(),
efforts_xsell_eff_full_lob_cd_1_days_since_xsell_effort_max,0.0,LGBMRegressor(),
efforts_xsell_eff_last_0_6_xsell_category_cd_i_order_no_countdist,0.0,LGBMRegressor(),
order_items_item_last_24_24_with_offer_cd_true_unit_cost_amt_max,2.0,LGBMRegressor(),
efforts_xsell_eff_full_affinity_cd_die_cast_days_since_xsell_effort_max,1.0,LGBMRegressor(),
customer_order_inquiry_cs_last_12_24_resolution_type_cd_adn_order_no_line_item_no_countdist,0.0,LGBMRegressor(),
order_items_item_last_6_12_product_type_cd_b_unit_cost_amt_mean,3.0,LGBMRegressor(),
efforts_xsell_eff_last_0_6_solicitation_type_cd_d_xsell_effort_id_countdist,0.0,LGBMRegressor(),
orders_ords_last_12_24_comm_channel_type_cd_i_orig_order_value_amt_mean,2.0,LGBMRegressor(),
orders_ords_last_12_24_business_src_cd_a_order_no_countdist,0.0,LGBMRegressor(),1.0
efforts_welcome_eff_last_full_first_chr_final_key_cd_j_effort_id_countdist,0.0,LGBMRegressor(),
efforts_xsell_eff_last_0_6_xsell_category_cd_ukn_order_no_countdist,0.0,LGBMRegressor(),
efforts_customer_eff_last_24_24_effort_type_cd_id_effort_id_countdist,0.0,LGBMRegressor(),
orders_ords_last_12_24_orig_order_value_amt_sd,3.0,LGBMRegressor(),
efforts_xsell_eff_last_6_12_lob_cd_9_xsell_effort_id_countdist,0.0,LGBMRegressor(),
orders_ords_last_24_24_lob_cd_9_orig_order_value_amt_sum,0.0,LGBMRegressor(),
order_items_item_last_0_6_product_type_cd_a_unit_cost_amt_sd,0.0,LGBMRegressor(),
trans_trans_last_24_24_trans_amt_payment_sum,4.0,LGBMRegressor(),
efforts_xsell_eff_last_0_6_lob_cd_4_order_no_countdist,0.0,LGBMRegressor(),
trans_trans_last_6_12_lob_cd_i_trans_amt_payment_max,8.0,LGBMRegressor(),
trans_trans_last_0_6_trans_type_cd_cancels_trans_amt_sum,0.0,LGBMRegressor(),
order_items_item_last_24_24_product_type_cd_b_line_item_qty_mean,1.0,LGBMRegressor(),
customer_order_inquiry_cs_inquiry_type_cd_complaint_days_since_inquiry_max,0.0,LGBMRegressor(),
efforts_customer_eff_last_0_6_effort_type_cd_bd_effort_id_countdist,0.0,LGBMRegressor(),
order_items_item_last_6_12_unit_cost_amt_min,2.0,LGBMRegressor(),
efforts_welcome_eff_last_full_fifth_chr_final_key_cd_6_effort_id_countdist,0.0,LGBMRegressor(),
efforts_welcome_eff_last_full_third_chr_final_key_cd_5_effort_id_countdist,0.0,LGBMRegressor(),
trans_trans_last_24_24_lob_cd_1_trans_amt_payment_mean,0.0,LGBMRegressor(),
efforts_welcome_eff_last_full_first_chr_final_key_cd_z_effort_id_countdist,0.0,LGBMRegressor(),
trans_trans_trans_type_cd_440_days_since_trans_min,0.0,LGBMRegressor(),
customer_order_inquiry_cs_last_6_12_resolution_type_cd_tsn_order_no_countdist,0.0,LGBMRegressor(),
orders_ords_days_since_ord_max,4.0,LGBMRegressor(),
orders_ords_last_12_24_comm_channel_type_cd_m_order_no_countdist,1.0,LGBMRegressor(),
order_items_item_last_24_24_product_type_cd_a_line_item_qty_min,0.0,LGBMRegressor(),
customer_order_inquiry_cs_days_since_inquiry_max,7.0,LGBMRegressor(),
nonorders_nonords_days_since_nonords_entry_max,10.0,LGBMRegressor(),
orders_ords_last_0_6_comm_channel_type_cd_i_orig_order_value_amt_min,1.0,LGBMRegressor(),
efforts_customer_eff_last_6_12_effort_type_cd_x3_effort_id_countdist,0.0,LGBMRegressor(),
efforts_welcome_eff_last_24_24_effort_id_countdist,0.0,LGBMRegressor(),
efforts_xsell_eff_full_solicitation_type_cd_r_days_since_xsell_effort_max,7.0,LGBMRegressor(),
efforts_xsell_eff_full_xsell_category_reason_cd_0_days_since_xsell_effort_min,3.0,LGBMRegressor(),
orders_ords_last_6_12_orig_order_value_amt_sum,4.0,LGBMRegressor(),
efforts_customer_eff_last_6_12_effort_type_cd_ia_effort_id_countdist,3.0,LGBMRegressor(),1.0
efforts_xsell_eff_last_12_24_affinity_cd_jewelry_order_no_countdist,0.0,LGBMRegressor(),
order_items_item_last_24_24_unit_cost_amt_sum,2.0,LGBMRegressor(),
composite_orders_ords_last_24_24_order_pay_catg_cd_k_per,0.0,LGBMRegressor(),
efforts_customer_eff_last_0_6_effort_type_cd_t_effort_id_countdist,0.0,LGBMRegressor(),
efforts_xsell_eff_last_24_24_affinity_cd_hliving_order_no_countdist,0.0,LGBMRegressor(),
trans_trans_last_12_24_order_no_countdist,2.0,LGBMRegressor(),
trans_trans_last_0_6_lob_cd_i_order_no_countdist,5.0,LGBMRegressor(),
efforts_welcome_eff_lob_cd_2_days_since_welcome_effort_min,1.0,LGBMRegressor(),
order_items_item_last_0_6_product_type_cd_b_line_item_qty_min,0.0,LGBMRegressor(),
online_inbound_email_in_last_0_3_email_open_sum,3.0,LGBMRegressor(),
orders_ords_last_12_24_comm_channel_type_cd_i_orig_order_value_amt_sum,1.0,LGBMRegressor(),1.0
orders_ords_last_12_24_comm_channel_type_cd_m_orig_order_value_amt_mean,3.0,LGBMRegressor(),
orders_ords_last_0_6_comm_channel_type_cd_i_orig_order_value_amt_sd,0.0,LGBMRegressor(),
efforts_xsell_eff_last_12_24_lob_cd_i_xsell_effort_id_countdist,1.0,LGBMRegressor(),1.0
trans_trans_last_12_24_trans_type_cd_refunds_trans_amt_sd,0.0,LGBMRegressor(),
efforts_xsell_eff_last_12_24_business_category_cd_c_xsell_effort_id_countdist,1.0,LGBMRegressor(),
efforts_customer_eff_days_since_effort_cust_min,11.0,LGBMRegressor(),
order_items_item_last_24_24_product_type_cd_b_order_no_countdist,0.0,LGBMRegressor(),
orders_ords_last_24_24_effort_type_cd_cross_sell_orig_order_value_amt_mean,4.0,LGBMRegressor(),1.0
trans_trans_last_12_24_trans_type_cd_cancels_trans_amt_max,1.0,LGBMRegressor(),
composite_order_items_item_last_6_12_product_type_cd_b_per,4.0,LGBMRegressor(),
orders_ords_last_6_12_order_pay_catg_cd_k_orig_order_value_amt_mean,0.0,LGBMRegressor(),
orders_ords_last_12_24_lob_cd_2_orig_order_value_amt_min,1.0,LGBMRegressor(),
online_sweepentry_sse_days_since_sweepstake_entry_min,8.0,LGBMRegressor(),
orders_ords_last_0_6_order_pay_catg_cd_k_orig_order_value_amt_max,0.0,LGBMRegressor(),
customer_order_inquiry_cs_last_0_6_order_no_line_item_no_countdist,0.0,LGBMRegressor(),
efforts_xsell_eff_full_lob_cd_3_days_since_xsell_effort_min,0.0,LGBMRegressor(),
online_outbound_email_out_days_since_outbound_mail_max,7.0,LGBMRegressor(),
composite_nonorders_nonords_prev_total,9.0,LGBMRegressor(),
orders_ords_last_12_24_order_pay_catg_cd_g_orig_order_value_amt_sum,0.0,LGBMRegressor(),
efforts_xsell_eff_last_0_6_xsell_category_reason_cd_1_order_no_countdist,0.0,LGBMRegressor(),
orders_ords_last_12_24_comm_channel_type_cd_t_orig_order_value_amt_max,0.0,LGBMRegressor(),
efforts_xsell_eff_last_0_6_lob_cd_i_order_no_countdist,1.0,LGBMRegressor(),
efforts_welcome_eff_last_full_fourth_chr_final_key_cd_t_effort_id_countdist,0.0,LGBMRegressor(),
order_items_item_last_0_6_product_type_cd_a_unit_cost_amt_sum,0.0,LGBMRegressor(),
order_items_item_last_0_6_unit_cost_amt_max,4.0,LGBMRegressor(),
nonorders_nonords_lob_cd_1_days_since_nonords_entry_max,7.0,LGBMRegressor(),
online_sweepentry_sse_last_0_3_device_type_tablet_sweepstake_entry_id_countdist,3.0,LGBMRegressor(),
nonorders_nonords_last_0_6_lob_cd_4_count,0.0,LGBMRegressor(),
efforts_customer_eff_last_6_12_effort_type_cd_b_effort_id_countdist,0.0,LGBMRegressor(),
efforts_xsell_eff_last_0_6_xsell_category_reason_cd_2_order_no_countdist,0.0,LGBMRegressor(),
orders_ords_last_6_12_lob_cd_9_orig_order_value_amt_min,1.0,LGBMRegressor(),
efforts_xsell_eff_last_24_24_order_no_countdist,0.0,LGBMRegressor(),
customer_order_inquiry_cs_last_12_24_comm_channel_type_cd_b_order_no_countdist,0.0,LGBMRegressor(),
trans_trans_last_24_24_trans_type_cd_cancels_trans_amt_mean,0.0,LGBMRegressor(),
efforts_xsell_eff_full_affinity_cd_ukn_days_since_xsell_effort_max,9.0,LGBMRegressor(),
orders_ords_last_12_24_effort_type_cd_cross_sell_orig_order_value_amt_min,1.0,LGBMRegressor(),
efforts_customer_eff_last_24_24_lob_cd_2_effort_id_countdist,5.0,LGBMRegressor(),
trans_trans_last_0_6_trans_amt_payment_sd,11.0,LGBMRegressor(),
efforts_welcome_eff_last_0_6_lob_cd_3_effort_id_countdist,0.0,LGBMRegressor(),
efforts_customer_eff_last_0_6_effort_type_cd_15_effort_id_countdist,1.0,LGBMRegressor(),
efforts_customer_eff_last_6_12_effort_type_cd_10_effort_id_countdist,0.0,LGBMRegressor(),
order_items_item_last_6_12_product_type_cd_a_line_item_qty_sd,0.0,LGBMRegressor(),
efforts_welcome_eff_last_full_second_chr_final_key_cd_e_effort_id_countdist,0.0,LGBMRegressor(),
efforts_xsell_eff_full_xsell_category_reason_cd_1_days_since_xsell_effort_max,0.0,LGBMRegressor(),
orders_ords_last_0_6_lob_cd_2_orig_order_value_amt_min,3.0,LGBMRegressor(),1.0
efforts_xsell_eff_full_xsell_category_cd_d_days_since_xsell_effort_min,8.0,LGBMRegressor(),
trans_trans_last_12_24_lob_cd_1_trans_amt_payment_min,1.0,LGBMRegressor(),
efforts_welcome_eff_last_full_second_chr_final_key_cd_b_effort_id_countdist,0.0,LGBMRegressor(),
orders_ords_last_0_6_effort_type_cd_cross_sell_order_no_countdist,1.0,LGBMRegressor(),
orders_ords_last_24_24_business_src_cd_a_orig_order_value_amt_max,2.0,LGBMRegressor(),
efforts_welcome_eff_effort_type_cd_d_days_since_welcome_effort_min,0.0,LGBMRegressor(),
nonorders_nonords_last_24_24_business_src_cd_a_count,0.0,LGBMRegressor(),
efforts_welcome_eff_last_full_fifth_chr_final_key_cd_3_effort_id_countdist,0.0,LGBMRegressor(),
efforts_customer_eff_last_24_24_lob_cd_1_effort_id_countdist,0.0,LGBMRegressor(),
orders_ords_last_0_6_comm_channel_type_cd_m_orig_order_value_amt_max,1.0,LGBMRegressor(),
orders_ords_last_0_6_lob_cd_9_orig_order_value_amt_min,0.0,LGBMRegressor(),
efforts_welcome_eff_last_full_third_chr_final_key_cd_c_effort_id_countdist,0.0,LGBMRegressor(),
efforts_xsell_eff_last_6_12_solicited_class_cd_h_xsell_effort_id_countdist,2.0,LGBMRegressor(),
orders_ords_last_24_24_lob_cd_2_orig_order_value_amt_sum,0.0,LGBMRegressor(),
efforts_customer_eff_last_6_12_effort_type_cd_i_effort_id_countdist,2.0,LGBMRegressor(),
efforts_welcome_eff_last_24_24_lob_cd_2_effort_id_countdist,0.0,LGBMRegressor(),
efforts_xsell_eff_full_affinity_cd_audio_days_since_xsell_effort_max,0.0,LGBMRegressor(),
efforts_customer_eff_last_0_6_effort_type_cd_xc_effort_id_countdist,1.0,LGBMRegressor(),
customer_order_inquiry_cs_last_12_24_comm_channel_type_cd_b_order_no_line_item_no_countdist,0.0,LGBMRegressor(),
order_items_item_last_6_12_with_offer_cd_true_line_item_qty_max,0.0,LGBMRegressor(),
efforts_xsell_eff_last_0_6_affinity_cd_default_order_no_countdist,0.0,LGBMRegressor(),
online_inbound_email_in_last_3_6_email_spam_sum,3.0,LGBMRegressor(),
order_items_item_last_6_12_lob_cd_1_order_no_line_item_no_countdist,0.0,LGBMRegressor(),
orders_ords_last_24_24_lob_cd_1_orig_order_value_amt_sd,0.0,LGBMRegressor(),
efforts_welcome_eff_last_full_third_chr_final_key_cd_g_effort_id_countdist,0.0,LGBMRegressor(),
efforts_xsell_eff_last_6_12_solicited_class_cd_n_xsell_effort_id_countdist,3.0,LGBMRegressor(),
efforts_welcome_eff_effort_type_cd_9_days_since_welcome_effort_max,0.0,LGBMRegressor(),
orders_ords_last_24_24_comm_channel_type_cd_m_order_no_countdist,0.0,LGBMRegressor(),
order_items_item_last_6_12_product_type_cd_a_unit_cost_amt_max,1.0,LGBMRegressor(),
trans_trans_trans_type_cd_refunds_days_since_trans_max,1.0,LGBMRegressor(),
efforts_welcome_eff_last_0_6_effort_type_cd_23_effort_id_countdist,0.0,LGBMRegressor(),
orders_ords_last_12_24_order_pay_catg_cd_d_order_no_countdist,0.0,LGBMRegressor(),
efforts_customer_eff_last_24_24_effort_type_cd_x9_effort_id_countdist,0.0,LGBMRegressor(),
efforts_xsell_eff_last_0_6_affinity_cd_ukn_order_no_countdist,0.0,LGBMRegressor(),
order_items_item_last_12_24_with_offer_cd_true_unit_cost_amt_max,14.0,LGBMRegressor(),1.0
orders_ords_last_24_24_order_pay_catg_cd_g_orig_order_value_amt_sd,0.0,LGBMRegressor(),
trans_trans_last_6_12_trans_amt_payment_max,0.0,LGBMRegressor(),
orders_ords_last_12_24_lob_cd_9_order_no_countdist,0.0,LGBMRegressor(),
order_items_item_last_24_24_with_offer_cd_true_line_item_qty_mean,0.0,LGBMRegressor(),
trans_trans_last_24_24_lob_cd_1_trans_amt_payment_min,1.0,LGBMRegressor(),
efforts_customer_eff_last_24_24_effort_type_cd_17_effort_id_countdist,0.0,LGBMRegressor(),
efforts_welcome_eff_last_0_6_effort_type_cd_d_effort_id_countdist,0.0,LGBMRegressor(),
efforts_xsell_eff_last_24_24_affinity_cd_ukn_xsell_effort_id_countdist,0.0,LGBMRegressor(),
efforts_welcome_eff_last_full_first_chr_final_key_cd_v_effort_id_countdist,0.0,LGBMRegressor(),
efforts_customer_eff_last_6_12_lob_cd_9_effort_id_countdist,1.0,LGBMRegressor(),
order_items_item_last_12_24_product_type_cd_a_line_item_qty_mean,0.0,LGBMRegressor(),
efforts_customer_eff_last_0_6_effort_type_cd_id_effort_id_countdist,0.0,LGBMRegressor(),
orders_ords_last_12_24_comm_channel_type_cd_t_order_no_countdist,0.0,LGBMRegressor(),
online_inbound_email_in_last_3_6_count,5.0,LGBMRegressor(),
order_items_item_last_0_6_with_offer_cd_true_line_item_qty_min,0.0,LGBMRegressor(),
efforts_xsell_eff_last_6_12_affinity_cd_default_order_no_countdist,0.0,LGBMRegressor(),
efforts_welcome_eff_last_24_24_lob_cd_4_effort_id_countdist,0.0,LGBMRegressor(),
order_items_item_last_0_6_with_offer_cd_true_unit_cost_amt_mean,0.0,LGBMRegressor(),
efforts_xsell_eff_last_12_24_lob_cd_4_xsell_effort_id_countdist,0.0,LGBMRegressor(),
efforts_xsell_eff_last_0_6_xsell_category_cd_d_xsell_effort_id_countdist,0.0,LGBMRegressor(),
orders_ords_last_0_6_lob_cd_1_orig_order_value_amt_max,0.0,LGBMRegressor(),
trans_trans_last_0_6_trans_type_cd_returns_trans_amt_sd,0.0,LGBMRegressor(),
orders_ords_last_6_12_lob_cd_i_orig_order_value_amt_sum,3.0,LGBMRegressor(),
efforts_customer_eff_last_6_12_effort_type_cd_27_effort_id_countdist,0.0,LGBMRegressor(),
orders_ords_last_6_12_comm_channel_type_cd_m_orig_order_value_amt_sum,2.0,LGBMRegressor(),
efforts_welcome_eff_last_full_first_chr_final_key_cd_f_effort_id_countdist,0.0,LGBMRegressor(),
online_regevent_reg_event_last_0_3_count,0.0,LGBMRegressor(),
orders_ords_last_0_6_business_src_cd_a_orig_order_value_amt_sd,0.0,LGBMRegressor(),
online_regevent_reg_event_last_6_12_count,5.0,LGBMRegressor(),
order_items_item_last_0_6_with_offer_cd_true_order_no_line_item_no_countdist,0.0,LGBMRegressor(),
efforts_welcome_eff_last_12_24_effort_type_cd_a_effort_id_countdist,0.0,LGBMRegressor(),
order_items_item_last_24_24_product_type_cd_a_unit_cost_amt_sd,2.0,LGBMRegressor(),
efforts_welcome_eff_last_full_second_chr_final_key_cd_3_effort_id_countdist,0.0,LGBMRegressor(),
efforts_xsell_eff_last_12_24_lob_cd_9_xsell_effort_id_countdist,0.0,LGBMRegressor(),
efforts_xsell_eff_full_xsell_category_reason_cd_1_days_since_xsell_effort_min,1.0,LGBMRegressor(),
trans_trans_last_0_6_trans_type_cd_refunds_trans_amt_min,0.0,LGBMRegressor(),
efforts_customer_eff_last_0_6_effort_type_cd_v_effort_id_countdist,0.0,LGBMRegressor(),
orders_ords_last_12_24_order_pay_catg_cd_d_orig_order_value_amt_sum,1.0,LGBMRegressor(),
customer_order_inquiry_cs_last_0_6_resolution_type_cd_adn_order_no_countdist,0.0,LGBMRegressor(),
order_items_item_last_24_24_unit_cost_amt_max,0.0,LGBMRegressor(),
efforts_welcome_eff_last_full_fourth_chr_final_key_cd_c_effort_id_countdist,0.0,LGBMRegressor(),
efforts_customer_eff_last_12_24_effort_type_cd_ma_effort_id_countdist,1.0,LGBMRegressor(),
order_items_item_last_24_24_with_offer_cd_true_unit_cost_amt_sum,0.0,LGBMRegressor(),
orders_ords_last_24_24_order_pay_catg_cd_d_orig_order_value_amt_max,0.0,LGBMRegressor(),1.0
efforts_xsell_eff_last_0_6_affinity_cd_coins_order_no_countdist,0.0,LGBMRegressor(),
efforts_xsell_eff_last_6_12_affinity_cd_coins_order_no_countdist,0.0,LGBMRegressor(),
efforts_welcome_eff_last_full_second_chr_final_key_cd_a_effort_id_countdist,0.0,LGBMRegressor(),
efforts_welcome_eff_last_full_second_chr_final_key_cd_9_effort_id_countdist,0.0,LGBMRegressor(),
efforts_xsell_eff_last_12_24_business_category_cd_a_order_no_countdist,0.0,LGBMRegressor(),
orders_ords_last_12_24_order_pay_catg_cd_g_order_no_countdist,0.0,LGBMRegressor(),
efforts_xsell_eff_last_24_24_lob_cd_2_order_no_countdist,0.0,LGBMRegressor(),
nonorders_nonords_last_12_24_lob_cd_2_count,3.0,LGBMRegressor(),
customer_order_inquiry_cs_last_12_24_inquiry_type_cd_complaint_order_no_line_item_no_countdist,0.0,LGBMRegressor(),
orders_ords_last_6_12_lob_cd_2_orig_order_value_amt_max,5.0,LGBMRegressor(),
efforts_xsell_eff_last_24_24_xsell_category_cd_a_order_no_countdist,1.0,LGBMRegressor(),
trans_trans_last_6_12_lob_cd_2_trans_amt_payment_min,0.0,LGBMRegressor(),
efforts_welcome_eff_last_full_first_chr_final_key_cd_x_effort_id_countdist,0.0,LGBMRegressor(),
efforts_welcome_eff_last_full_first_chr_final_key_cd_d_effort_id_countdist,0.0,LGBMRegressor(),
order_items_item_last_24_24_unit_cost_amt_mean,0.0,LGBMRegressor(),
efforts_customer_eff_last_0_6_lob_cd_2_effort_id_countdist,2.0,LGBMRegressor(),
efforts_xsell_eff_last_12_24_solicitation_type_cd_d_xsell_effort_id_countdist,0.0,LGBMRegressor(),
efforts_customer_eff_last_0_6_effort_type_cd_ha_effort_id_countdist,0.0,LGBMRegressor(),
trans_trans_last_6_12_lob_cd_i_trans_amt_payment_sd,20.0,LGBMRegressor(),1.0
efforts_xsell_eff_last_24_24_affinity_cd_coins_order_no_countdist,1.0,LGBMRegressor(),
orders_ords_last_6_12_order_pay_catg_cd_a_orig_order_value_amt_sd,5.0,LGBMRegressor(),
efforts_customer_eff_last_12_24_effort_type_cd_9_effort_id_countdist,0.0,LGBMRegressor(),
efforts_xsell_eff_last_6_12_solicited_class_cd_h_order_no_countdist,2.0,LGBMRegressor(),
trans_trans_last_0_6_lob_cd_1_order_no_countdist,0.0,LGBMRegressor(),
customer_order_inquiry_cs_last_0_6_inquiry_type_cd_complaint_order_no_line_item_no_countdist,0.0,LGBMRegressor(),
efforts_welcome_eff_last_full_fifth_chr_final_key_cd_7_effort_id_countdist,0.0,LGBMRegressor(),
orders_ords_last_12_24_lob_cd_2_orig_order_value_amt_sd,1.0,LGBMRegressor(),
orders_ords_last_0_6_business_src_cd_a_order_no_countdist,0.0,LGBMRegressor(),
online_submailability_sub_last_6_12_count,3.0,LGBMRegressor(),
efforts_customer_eff_last_0_6_effort_type_cd_c_effort_id_countdist,0.0,LGBMRegressor(),
trans_trans_last_6_12_trans_type_cd_650_trans_amt_sum,0.0,LGBMRegressor(),
order_items_item_last_6_12_lob_cd_9_order_no_countdist,0.0,LGBMRegressor(),
composite_nonorders_nonords_last_6_12_lob_cd_9_per,17.0,LGBMRegressor(),1.0
efforts_welcome_eff_last_0_6_lob_cd_4_effort_id_countdist,0.0,LGBMRegressor(),
efforts_welcome_eff_last_full_second_chr_final_key_cd_n_effort_id_countdist,0.0,LGBMRegressor(),
order_items_item_last_12_24_lob_cd_2_order_no_countdist,0.0,LGBMRegressor(),
orders_ords_last_0_6_comm_channel_type_cd_i_order_no_countdist,0.0,LGBMRegressor(),
nonorders_nonords_last_12_24_business_src_cd_b_count,0.0,LGBMRegressor(),
orders_ords_last_0_6_business_src_cd_a_orig_order_value_amt_min,1.0,LGBMRegressor(),
